-14.4 -14.2 0.99
-14.36 -14.21 0.99
-14.2 -14.2 1
-14.12 -14.13 1
-13.83 -13.86 1
-12.93 -12.95 1
-10.21 -10.23 1
-7.08 -7.1 1
-4.72 -4.72 1
-1.43 -1.43 1
-1.02 -1.02 1
-0.44 -0.44 1
-0.19 -0.2 1.05
0.19 0.19 1
0.57 0.57 1
0.97 0.97 1
1.3 1.3 1
2.49 2.5 1
5.08 5.09 1
7.49 7.51 1
9.82 9.83 1
12.77 12.79 1
13.94 13.96 1
14.01 14.03 1
14.23 14.1 0.99
14.38 14.1 0.98
14.72 14.11 0.96
