0.22 0.23 1.05
0.58 0.58 1.00
0.94 0.94 1.00
1.34 1.34 1.00
1.89 1.89 1.00
3.74 3.74 1.00
5.1 5.11 1.00
6.97 6.68 0.96
8.82 8.85 1.00
10.24 10.22 1.00
10.45 10.38 0.99
10.69 10.53 0.99
10.73 10.57 0.99
10.74 10.56 0.98
