0.17 0.16 0.94
0.59 0.56 0.95
1.02 0.97 0.95
1.59 1.53 0.96
1.82 1.74 0.96
2.92 2.79 0.96
3.61 3.5 0.97
4.95 4.74 0.96
5.96 5.72 0.96
7.57 7.28 0.96
8.31 7.98 0.96
8.99 8.61 0.96
9.51 9.13 0.96
9.72 9.35 0.96
10.31 9.92 0.96
10.5 10.02 0.95
